Cyc#,Step,TestTime(s),StepTime(s),Capacity(Ah),Watt-hr,Current(A),Voltage(V),DPt Time,Temp 1,EV Temp
869,11,"5,578,814.47",  0d 00:41:35.05,"1,039.5482","4,048.87","1,499.8093",4.1554,1,29.99,0.0
869,11,"5,578,819.47",  0d 00:41:40.05,"1,041.6314","4,057.53","1,499.8093",4.1571,1,30.04,0.0
869,11,"5,578,824.47",  0d 00:41:45.05,"1,043.7147","4,066.19","1,500.0381",4.1580,1,30.08,0.0
869,11,"5,578,829.47",  0d 00:41:50.05,"1,045.7979","4,074.85","1,499.9619",4.1592,1,30.05,0.0
869,11,"5,578,834.47",  0d 00:41:55.05,"1,047.8812","4,083.52","1,500.0381",4.1606,1,29.97,0.0
869,11,"5,578,839.47",  0d 00:42:00.05,"1,049.9644","4,092.19","1,499.8856",4.1623,1,30.00,0.0
869,11,"5,578,844.47",  0d 00:42:05.05,"1,052.0476","4,100.86","1,499.7330",4.1633,1,30.07,0.0
869,11,"5,578,849.47",  0d 00:42:10.05,"1,054.1309","4,109.53","1,499.9619",4.1647,1,30.07,0.0
869,11,"5,578,854.47",  0d 00:42:15.05,"1,056.2141","4,118.21","1,500.0381",4.1664,1,29.97,0.0
869,11,"5,578,859.47",  0d 00:42:20.05,"1,058.2974","4,126.89","1,499.9619",4.1678,1,29.97,0.0
869,11,"5,578,864.47",  0d 00:42:25.05,"1,060.3806","4,135.57","1,500.0381",4.1690,1,30.07,0.0
869,11,"5,578,869.47",  0d 00:42:30.05,"1,062.4638","4,144.26","1,500.0381",4.1705,1,30.10,0.0
869,11,"5,578,874.47",  0d 00:42:35.05,"1,064.5471","4,152.95","1,499.8093",4.1716,1,30.02,0.0
869,11,"5,578,879.47",  0d 00:42:40.05,"1,066.6303","4,161.64","1,499.9619",4.1734,1,29.97,0.0
869,11,"5,578,884.47",  0d 00:42:45.05,"1,068.7136","4,170.34","1,499.9619",4.1746,1,30.05,0.0
869,11,"5,578,889.47",  0d 00:42:50.05,"1,070.7968","4,179.04","1,500.1144",4.1765,1,30.10,0.0
869,11,"5,578,894.47",  0d 00:42:55.05,"1,072.8800","4,187.74","1,499.9619",4.1781,1,30.05,0.0
869,11,"5,578,899.47",  0d 00:43:00.05,"1,074.9633","4,196.45","1,499.8856",4.1797,1,29.95,0.0
869,11,"5,578,904.47",  0d 00:43:05.05,"1,077.0465","4,205.16","1,499.7330",4.1812,1,30.00,0.0
869,11,"5,578,909.47",  0d 00:43:10.05,"1,079.1298","4,213.87","1,499.8093",4.1826,1,30.07,0.0
869,11,"5,578,914.47",  0d 00:43:15.05,"1,081.2130","4,222.58","1,499.8856",4.1846,1,30.08,0.0
869,11,"5,578,919.47",  0d 00:43:20.05,"1,083.2962","4,231.30","1,499.8093",4.1864,1,29.99,0.0
869,11,"5,578,924.47",  0d 00:43:25.05,"1,085.3795","4,240.03","1,499.9619",4.1881,1,29.99,0.0
869,11,"5,578,929.47",  0d 00:43:30.05,"1,087.4627","4,248.75","1,500.0381",4.1896,1,30.08,0.0
869,11,"5,578,934.47",  0d 00:43:35.05,"1,089.5460","4,257.48","1,499.8093",4.1914,1,30.12,0.0
869,11,"5,578,939.47",  0d 00:43:40.05,"1,091.6292","4,266.22","1,499.8093",4.1933,1,30.05,0.0
869,11,"5,578,944.47",  0d 00:43:45.05,"1,093.7124","4,274.95","1,499.8093",4.1951,1,29.99,0.0
869,11,"5,578,949.47",  0d 00:43:50.05,"1,095.7957","4,283.69","1,499.8093",4.1969,1,30.07,0.0
869,11,"5,578,954.47",  0d 00:43:55.05,"1,097.8789","4,292.44","1,499.9619",4.1989,1,30.13,0.0
869,11,"5,578,959.47",  0d 00:44:00.05,"1,099.9585","4,301.17","1,487.1443",4.2004,1,30.08,0.0
869,11,"5,578,964.47",  0d 00:44:05.05,"1,101.9992","4,309.75","1,450.3700",4.2004,1,30.00,0.0
869,11,"5,578,969.47",  0d 00:44:10.05,"1,103.9878","4,318.10","1,413.2906",4.2003,1,30.05,0.0
869,11,"5,578,974.47",  0d 00:44:15.05,"1,105.9288","4,326.25","1,383.1540",4.1998,1,30.15,0.0
869,11,"5,578,979.47",  0d 00:44:20.05,"1,107.8326","4,334.25","1,358.0529",4.2003,1,30.13,0.0
869,11,"5,578,984.47",  0d 00:44:25.05,"1,109.7017","4,342.10","1,333.4096",4.2001,1,30.02,0.0
869,11,"5,578,989.47",  0d 00:44:30.05,"1,111.5389","4,349.81","1,312.8862",4.2000,1,30.04,0.0
869,11,"5,578,994.47",  0d 00:44:35.05,"1,113.3460","4,357.40","1,290.9895",4.2001,1,30.13,0.0
869,11,"5,578,999.47",  0d 00:44:40.05,"1,115.1247","4,364.88","1,270.4662",4.2001,1,30.13,0.0
869,11,"5,579,004.47",  0d 00:44:45.05,"1,116.8753","4,372.23","1,250.4768",4.1998,1,30.05,0.0
869,11,"5,579,009.47",  0d 00:44:50.05,"1,118.5983","4,379.46","1,230.8690",4.2000,1,30.02,0.0
869,11,"5,579,014.47",  0d 00:44:55.05,"1,120.2954","4,386.59","1,212.5582",4.2000,1,30.08,0.0
869,11,"5,579,019.47",  0d 00:45:00.05,"1,121.9675","4,393.62","1,194.6288",4.2001,1,30.13,0.0
869,11,"5,579,024.47",  0d 00:45:05.05,"1,123.6159","4,400.54","1,177.9202",4.2000,1,30.08,0.0
869,11,"5,579,029.47",  0d 00:45:10.05,"1,125.2404","4,407.36","1,160.7538",4.2000,1,30.00,0.0
869,11,"5,579,034.47",  0d 00:45:15.05,"1,126.8417","4,414.09","1,144.0452",4.1998,1,30.05,0.0
869,11,"5,579,039.47",  0d 00:45:20.05,"1,128.4200","4,420.72","1,129.1676",4.2001,1,30.10,0.0
869,11,"5,579,044.47",  0d 00:45:25.05,"1,129.9773","4,427.26","1,112.6879",4.2001,1,30.08,0.0
869,11,"5,579,049.47",  0d 00:45:30.05,"1,131.5124","4,433.70","1,099.0311",4.1998,1,29.97,0.0
869,11,"5,579,054.47",  0d 00:45:35.05,"1,133.0275","4,440.07","1,083.4668",4.2000,1,29.97,0.0
869,11,"5,579,059.47",  0d 00:45:40.05,"1,134.5221","4,446.35","1,068.8945",4.2001,1,30.07,0.0
869,11,"5,579,064.47",  0d 00:45:45.05,"1,135.9962","4,452.54","1,054.3984",4.2000,1,30.12,0.0
869,11,"5,579,069.47",  0d 00:45:50.05,"1,137.4509","4,458.65","1,042.1912",4.2001,1,30.02,0.0
869,11,"5,579,074.47",  0d 00:45:55.05,"1,138.8868","4,464.68","1,026.6270",4.2000,1,29.94,0.0
869,11,"5,579,079.47",  0d 00:46:00.05,"1,140.3041","4,470.63","1,014.4198",4.1998,1,30.00,0.0
869,11,"5,579,084.47",  0d 00:46:05.05,"1,141.7032","4,476.51","1,001.1444",4.2004,1,30.05,0.0
869,11,"5,579,089.47",  0d 00:46:10.05,"1,143.0852","4,482.31",988.5557,4.2003,1,30.00,0.0
869,11,"5,579,094.47",  0d 00:46:15.05,"1,144.4497","4,488.04",976.1196,4.2000,1,29.92,0.0
869,11,"5,579,099.47",  0d 00:46:20.05,"1,145.7967","4,493.70",963.6835,4.2000,1,29.97,0.0
869,11,"5,579,104.47",  0d 00:46:25.05,"1,147.1271","4,499.29",951.6289,4.2000,1,30.02,0.0
869,11,"5,579,109.47",  0d 00:46:30.05,"1,148.4418","4,504.81",940.7187,4.1998,1,30.00,0.0
869,11,"5,579,114.47",  0d 00:46:35.05,"1,149.7400","4,510.26",928.0537,4.2001,1,29.90,0.0
869,11,"5,579,119.47",  0d 00:46:40.05,"1,151.0230","4,515.65",918.0591,4.2000,1,29.89,0.0
869,11,"5,579,124.47",  0d 00:46:45.05,"1,152.2906","4,520.97",906.7674,4.2001,1,29.95,0.0
869,11,"5,579,129.47",  0d 00:46:50.05,"1,153.5424","4,526.23",897.2305,4.1998,1,29.97,0.0
869,11,"5,579,134.47",  0d 00:46:55.05,"1,154.7804","4,531.43",885.7099,4.2000,1,29.87,0.0
869,11,"5,579,139.47",  0d 00:47:00.05,"1,156.0034","4,536.57",874.8760,4.2001,1,29.80,0.0
869,11,"5,579,144.47",  0d 00:47:05.05,"1,157.2116","4,541.64",864.7288,4.1998,1,29.90,0.0
869,11,"5,579,149.47",  0d 00:47:10.05,"1,158.4064","4,546.66",855.5734,4.2000,1,29.97,0.0
869,11,"5,579,154.47",  0d 00:47:15.05,"1,159.5884","4,551.62",846.1891,4.2000,1,29.89,0.0
869,11,"5,579,159.47",  0d 00:47:20.05,"1,160.7565","4,556.53",836.9574,4.2003,1,29.80,0.0
869,11,"5,579,164.47",  0d 00:47:25.05,"1,161.9119","4,561.38",827.4205,4.2001,1,29.85,0.0
869,11,"5,579,169.47",  0d 00:47:30.05,"1,163.0542","4,566.18",817.3495,4.2001,1,29.95,0.0
869,11,"5,579,174.47",  0d 00:47:35.05,"1,164.1832","4,570.92",808.8808,4.2001,1,29.94,0.0
869,11,"5,579,179.47",  0d 00:47:40.05,"1,165.3011","4,575.62",800.5646,4.2000,1,29.82,0.0
869,11,"5,579,184.47",  0d 00:47:45.05,"1,166.4061","4,580.26",791.2566,4.2001,1,29.80,0.0
869,11,"5,579,189.47",  0d 00:47:50.05,"1,167.4993","4,584.85",783.1693,4.1998,1,29.89,0.0
869,11,"5,579,194.47",  0d 00:47:55.05,"1,168.5816","4,589.39",774.7768,4.2000,1,29.90,0.0
869,11,"5,579,199.47",  0d 00:48:00.05,"1,169.6518","4,593.89",767.6051,4.1998,1,29.80,0.0
869,11,"5,579,204.47",  0d 00:48:05.05,"1,170.7109","4,598.34",757.9919,4.1998,1,29.75,0.0
869,11,"5,579,209.47",  0d 00:48:10.05,"1,171.7587","4,602.74",751.5068,4.1998,1,29.84,0.0
869,11,"5,579,214.47",  0d 00:48:15.05,"1,172.7958","4,607.09",742.6566,4.1998,1,29.87,0.0
869,11,"5,579,219.47",  0d 00:48:20.05,"1,173.8223","4,611.41",735.7137,4.2001,1,29.80,0.0
869,11,"5,579,224.47",  0d 00:48:25.05,"1,174.8382","4,615.67",727.1687,4.2000,1,29.72,0.0
869,11,"5,579,229.47",  0d 00:48:30.05,"1,175.8435","4,619.89",720.1495,4.2000,1,29.75,0.0
869,11,"5,579,234.47",  0d 00:48:35.05,"1,176.8387","4,624.07",712.3674,4.1998,1,29.82,0.0
869,11,"5,579,239.47",  0d 00:48:40.05,"1,177.8236","4,628.21",705.9586,4.2000,1,29.79,0.0
869,11,"5,579,244.47",  0d 00:48:45.05,"1,178.7990","4,632.31",700.3891,4.2001,1,29.69,0.0
869,11,"5,579,249.47",  0d 00:48:50.05,"1,179.7653","4,636.37",692.8359,4.1998,1,29.69,0.0
869,11,"5,579,254.47",  0d 00:48:55.05,"1,180.7220","4,640.38",685.8930,4.2000,1,29.77,0.0
869,11,"5,579,259.47",  0d 00:49:00.05,"1,181.6694","4,644.36",678.4924,4.2000,1,29.79,0.0
869,11,"5,579,264.47",  0d 00:49:05.05,"1,182.6072","4,648.30",672.4651,4.2000,1,29.71,0.0
869,11,"5,579,269.47",  0d 00:49:10.05,"1,183.5362","4,652.20",665.6748,4.1998,1,29.67,0.0
869,11,"5,579,274.47",  0d 00:49:15.05,"1,184.4563","4,656.07",659.2660,4.2001,1,29.74,0.0
869,11,"5,579,279.47",  0d 00:49:20.05,"1,185.3677","4,659.90",654.1543,4.1998,1,29.77,0.0
869,11,"5,579,284.47",  0d 00:49:25.05,"1,186.2709","4,663.69",647.8981,4.2000,1,29.71,0.0
869,11,"5,579,289.47",  0d 00:49:30.05,"1,187.1654","4,667.45",640.8026,4.2000,1,29.62,0.0
869,11,"5,579,294.47",  0d 00:49:35.05,"1,188.0516","4,671.17",635.0042,4.2001,1,29.67,0.0
869,11,"5,579,299.47",  0d 00:49:40.05,"1,188.9296","4,674.86",628.5191,4.2000,1,29.74,0.0
869,11,"5,579,304.47",  0d 00:49:45.05,"1,189.7993","4,678.51",623.4073,4.1998,1,29.71,0.0
869,11,"5,579,309.47",  0d 00:49:50.05,"1,190.6614","4,682.13",618.8296,4.2000,1,29.61,0.0
869,11,"5,579,314.47",  0d 00:49:55.05,"1,191.5155","4,685.72",611.8105,4.1998,1,29.61,0.0
869,11,"5,579,319.47",  0d 00:50:00.05,"1,192.3629","4,689.27",606.8513,4.2000,1,29.69,0.0
869,11,"5,579,324.47",  0d 00:50:05.05,"1,193.2030","4,692.80",601.2055,4.1997,1,29.71,0.0
869,11,"5,579,329.47",  0d 00:50:10.05,"1,194.0353","4,696.30",595.7885,4.2000,1,29.61,0.0
869,11,"5,579,334.47",  0d 00:50:15.05,"1,194.8596","4,699.76",590.9819,4.2000,1,29.57,0.0
869,11,"5,579,339.47",  0d 00:50:20.05,"1,195.6769","4,703.19",585.9464,4.2000,1,29.66,0.0
869,11,"5,579,344.47",  0d 00:50:25.05,"1,196.4873","4,706.60",581.8265,4.1998,1,29.67,0.0
869,11,"5,579,349.47",  0d 00:50:30.05,"1,197.2912","4,709.97",576.0281,4.1998,1,29.62,0.0
869,11,"5,579,354.47",  0d 00:50:35.05,"1,198.0889","4,713.32",572.2133,4.1998,1,29.56,0.0
869,11,"5,579,359.47",  0d 00:50:40.05,"1,198.8788","4,716.64",566.3386,4.1998,1,29.61,0.0
869,11,"5,579,364.47",  0d 00:50:45.05,"1,199.6618","4,719.93",561.9898,4.1998,1,29.66,0.0
869,11,"5,579,369.47",  0d 00:50:50.05,"1,200.4388","4,723.19",556.5728,4.2000,1,29.62,0.0
869,11,"5,579,374.47",  0d 00:50:55.05,"1,201.2100","4,726.43",552.8344,4.2000,1,29.54,0.0
869,11,"5,579,379.47",  0d 00:51:00.05,"1,201.9731","4,729.64",547.1122,4.2000,1,29.56,0.0
869,11,"5,579,384.47",  0d 00:51:05.05,"1,202.7311","4,732.82",543.7552,4.2000,1,29.62,0.0
869,11,"5,579,389.47",  0d 00:51:10.05,"1,203.4834","4,735.98",538.9487,4.2000,1,29.62,0.0
869,11,"5,579,394.47",  0d 00:51:15.05,"1,204.2289","4,739.11",533.9132,4.2000,1,29.52,0.0
869,11,"5,579,399.47",  0d 00:51:20.05,"1,204.9684","4,742.22",529.7169,4.2001,1,29.51,0.0
869,11,"5,579,404.47",  0d 00:51:25.05,"1,205.7020","4,745.30",525.5970,4.2003,1,29.59,0.0
869,11,"5,579,409.47",  0d 00:51:30.05,"1,206.4302","4,748.36",522.8504,4.2001,1,29.61,0.0
869,11,"5,579,414.47",  0d 00:51:35.05,"1,207.1522","4,751.39",517.2045,4.2000,1,29.56,0.0
869,11,"5,579,419.47",  0d 00:51:40.05,"1,207.8687","4,754.40",513.7713,4.1998,1,29.47,0.0
869,11,"5,579,424.47",  0d 00:51:45.05,"1,208.5796","4,757.38",509.4987,4.2000,1,29.54,0.0
869,11,"5,579,429.47",  0d 00:51:50.05,"1,209.2852","4,760.35",505.3025,4.2001,1,29.62,0.0
869,11,"5,579,434.47",  0d 00:51:55.05,"1,209.9848","4,763.29",503.3951,4.2000,1,29.59,0.0
869,11,"5,579,439.47",  0d 00:52:00.05,"1,210.6798","4,766.20",497.9019,4.1998,1,29.47,0.0
869,11,"5,579,444.47",  0d 00:52:05.05,"1,211.3689","4,769.10",494.6212,4.1998,1,29.49,0.0
869,11,"5,579,449.47",  0d 00:52:10.05,"1,212.0529","4,771.97",489.5094,4.2000,1,29.57,0.0
869,11,"5,579,454.47",  0d 00:52:15.05,"1,212.7320","4,774.82",486.6102,4.1997,1,29.57,0.0
869,11,"5,579,459.47",  0d 00:52:20.05,"1,213.4064","4,777.66",483.9399,4.2000,1,29.46,0.0
869,11,"5,579,464.47",  0d 00:52:25.05,"1,214.0755","4,780.47",479.8199,4.2001,1,29.42,0.0
869,11,"5,579,469.47",  0d 00:52:30.05,"1,214.7394","4,783.25",475.6237,4.2003,1,29.51,0.0
869,11,"5,579,474.47",  0d 00:52:35.05,"1,215.3986","4,786.02",472.7245,4.2000,1,29.57,0.0
869,11,"5,579,479.47",  0d 00:52:40.05,"1,216.0526","4,788.77",469.2912,4.2000,1,29.52,0.0
869,11,"5,579,484.47",  0d 00:52:45.05,"1,216.7017","4,791.50",465.1713,4.2000,1,29.44,0.0
869,11,"5,579,489.47",  0d 00:52:50.05,"1,217.3462","4,794.20",462.9587,4.1998,1,29.51,0.0
869,11,"5,579,494.47",  0d 00:52:55.05,"1,217.9861","4,796.89",459.6780,4.2000,1,29.59,0.0
869,11,"5,579,499.47",  0d 00:53:00.05,"1,218.6227","4,799.56",456.9314,4.2001,1,29.54,0.0
869,11,"5,579,504.47",  0d 00:53:05.05,"1,219.2534","4,802.21",451.9722,4.2000,1,29.44,0.0
869,11,"5,579,509.47",  0d 00:53:10.05,"1,219.8798","4,804.84",448.9967,4.1998,1,29.47,0.0
869,11,"5,579,514.47",  0d 00:53:15.05,"1,220.5021","4,807.46",446.7079,4.2000,1,29.56,0.0
869,11,"5,579,519.47",  0d 00:53:20.05,"1,221.1204","4,810.05",443.1983,4.1998,1,29.54,0.0
869,11,"5,579,524.47",  0d 00:53:25.05,"1,221.7343","4,812.63",440.2991,4.2000,1,29.46,0.0
869,11,"5,579,529.47",  0d 00:53:30.05,"1,222.3437","4,815.19",436.9421,4.2000,1,29.42,0.0
869,11,"5,579,534.47",  0d 00:53:35.05,"1,222.9488","4,817.73",435.3399,4.2000,1,29.52,0.0
869,11,"5,579,539.47",  0d 00:53:40.05,"1,223.5499","4,820.26",431.6777,4.2000,1,29.57,0.0
869,11,"5,579,544.47",  0d 00:53:45.05,"1,224.1468","4,822.76",428.3970,4.2000,1,29.49,0.0
869,11,"5,579,549.47",  0d 00:53:50.05,"1,224.7399","4,825.26",425.4978,4.1998,1,29.42,0.0
869,11,"5,579,554.47",  0d 00:53:55.05,"1,225.3293","4,827.73",423.4379,4.2000,1,29.49,0.0
869,11,"5,579,559.47",  0d 00:54:00.05,"1,225.9156","4,830.19",421.2253,4.2000,1,29.56,0.0
869,11,"5,579,564.47",  0d 00:54:05.05,"1,226.4977","4,832.64",416.8765,4.2000,1,29.51,0.0
869,11,"5,579,569.47",  0d 00:54:10.05,"1,227.0754","4,835.06",415.2743,4.2000,1,29.41,0.0
869,11,"5,579,574.47",  0d 00:54:15.05,"1,227.6497","4,837.48",411.3069,4.2000,1,29.44,0.0
869,11,"5,579,579.47",  0d 00:54:20.05,"1,228.2203","4,839.87",408.7129,4.1998,1,29.54,0.0
869,11,"5,579,584.47",  0d 00:54:25.05,"1,228.7874","4,842.25",407.1107,4.1998,1,29.52,0.0
869,11,"5,579,589.47",  0d 00:54:30.05,"1,229.3507","4,844.62",404.1352,4.2000,1,29.42,0.0
869,11,"5,579,594.47",  0d 00:54:35.05,"1,229.9101","4,846.97",401.9226,4.2000,1,29.42,0.0
869,11,"5,579,599.47",  0d 00:54:40.05,"1,230.4661","4,849.30",399.7101,4.1998,1,29.49,0.0
869,11,"5,579,604.47",  0d 00:54:45.05,"1,231.0184","4,851.62",397.0397,4.2001,1,29.54,0.0
869,11,"5,579,609.47",  0d 00:54:50.05,"1,231.5676","4,853.93",393.9117,4.1998,1,29.47,0.0
869,11,"5,579,614.47",  0d 00:54:55.05,"1,232.1128","4,856.22",391.6991,4.1998,1,29.41,0.0
869,11,"5,579,619.47",  0d 00:55:00.05,"1,232.6554","4,858.50",388.5710,4.2000,1,29.46,0.0
869,11,"5,579,624.47",  0d 00:55:05.05,"1,233.1939","4,860.76",386.5873,4.2001,1,29.52,0.0
869,11,"5,579,629.47",  0d 00:55:10.05,"1,233.7297","4,863.01",384.8325,4.2000,1,29.49,0.0
869,11,"5,579,634.47",  0d 00:55:15.05,"1,234.2619","4,865.25",382.5437,4.2000,1,29.37,0.0
869,11,"5,579,639.47",  0d 00:55:20.05,"1,234.7911","4,867.47",380.0259,4.2001,1,29.41,0.0
869,11,"5,579,644.47",  0d 00:55:25.05,"1,235.3167","4,869.68",376.0586,4.2000,1,29.49,0.0
869,11,"5,579,649.47",  0d 00:55:30.05,"1,235.8393","4,871.87",374.9142,4.1997,1,29.47,0.0
869,11,"5,579,654.47",  0d 00:55:35.05,"1,236.3579","4,874.05",372.2438,4.2000,1,29.34,0.0
869,11,"5,579,659.47",  0d 00:55:40.05,"1,236.8739","4,876.22",370.6416,4.2000,1,29.33,0.0
869,11,"5,579,664.47",  0d 00:55:45.05,"1,237.3871","4,878.37",368.5054,4.2001,1,29.42,0.0
869,11,"5,579,669.47",  0d 00:55:50.05,"1,237.8968","4,880.51",365.7588,4.1998,1,29.47,0.0
869,11,"5,579,674.47",  0d 00:55:55.05,"1,238.4035","4,882.64",363.9277,4.1997,1,29.39,0.0
869,11,"5,579,679.47",  0d 00:56:00.05,"1,238.9068","4,884.76",362.5544,4.1998,1,29.29,0.0
869,11,"5,579,684.47",  0d 00:56:05.05,"1,239.4079","4,886.86",360.0366,4.2000,1,29.37,0.0
869,11,"5,579,689.47",  0d 00:56:10.05,"1,239.9053","4,888.95",356.6796,4.1998,1,29.44,0.0
869,11,"5,579,694.47",  0d 00:56:15.05,"1,240.4004","4,891.03",355.3826,4.1997,1,29.41,0.0
869,11,"5,579,699.47",  0d 00:56:20.05,"1,240.8921","4,893.09",353.3227,4.2000,1,29.33,0.0
869,11,"5,579,704.47",  0d 00:56:25.05,"1,241.3810","4,895.15",350.4234,4.1998,1,29.36,0.0
869,11,"5,579,709.47",  0d 00:56:30.05,"1,241.8671","4,897.19",348.6687,4.1998,1,29.46,0.0
869,11,"5,579,714.47",  0d 00:56:35.05,"1,242.3502","4,899.22",346.6850,4.1997,1,29.46,0.0
869,11,"5,579,719.47",  0d 00:56:40.05,"1,242.8304","4,901.23",345.2354,4.2000,1,29.33,0.0
869,11,"5,579,724.47",  0d 00:56:45.05,"1,243.3080","4,903.24",342.4887,4.2000,1,29.29,0.0
869,11,"5,579,729.47",  0d 00:56:50.05,"1,243.7828","4,905.23",340.5051,4.1998,1,29.37,0.0
869,11,"5,579,734.47",  0d 00:56:55.05,"1,244.2549","4,907.22",338.9029,4.1997,1,29.41,0.0
869,11,"5,579,739.47",  0d 00:57:00.05,"1,244.7246","4,909.19",337.3770,4.1998,1,29.34,0.0
869,11,"5,579,744.47",  0d 00:57:05.05,"1,245.1913","4,911.15",334.7066,4.1998,1,29.28,0.0
869,11,"5,579,749.47",  0d 00:57:10.05,"1,245.6558","4,913.10",333.3333,4.2000,1,29.36,0.0
869,11,"5,579,754.47",  0d 00:57:15.05,"1,246.1176","4,915.04",331.5023,4.1997,1,29.42,0.0
869,11,"5,579,759.47",  0d 00:57:20.05,"1,246.5766","4,916.97",329.6712,4.1997,1,29.37,0.0
869,11,"5,579,764.47",  0d 00:57:25.05,"1,247.0328","4,918.88",327.4586,4.2000,1,29.29,0.0
869,11,"5,579,769.47",  0d 00:57:30.05,"1,247.4866","4,920.79",326.2379,4.1998,1,29.29,0.0
869,11,"5,579,774.47",  0d 00:57:35.05,"1,247.9377","4,922.68",323.7201,4.2001,1,29.41,0.0
869,11,"5,579,779.47",  0d 00:57:40.05,"1,248.3864","4,924.57",323.2624,4.2000,1,29.41,0.0
869,11,"5,579,784.47",  0d 00:57:45.05,"1,248.8331","4,926.44",320.8972,4.1997,1,29.29,0.0
869,11,"5,579,789.47",  0d 00:57:50.05,"1,249.2772","4,928.31",318.8373,4.1998,1,29.28,0.0
869,11,"5,579,794.47",  0d 00:57:55.05,"1,249.7188","4,930.16",317.4640,4.2001,1,29.36,0.0
869,11,"5,579,799.47",  0d 00:58:00.05,"1,250.1583","4,932.01",315.4803,4.2000,1,29.39,0.0
869,11,"5,579,804.47",  0d 00:58:05.05,"1,250.5949","4,933.84",313.4966,4.1998,1,29.33,0.0
869,11,"5,579,809.47",  0d 00:58:10.05,"1,251.0292","4,935.67",312.2759,4.2000,1,29.26,0.0
869,11,"5,579,814.47",  0d 00:58:15.05,"1,251.4623","4,937.49",310.5211,4.2001,1,29.34,0.0
869,11,"5,579,819.47",  0d 00:58:20.05,"1,251.8916","4,939.29",309.1478,4.1998,1,29.42,0.0
869,11,"5,579,824.47",  0d 00:58:25.05,"1,252.3200","4,941.09",307.0115,4.2001,1,29.37,0.0
869,11,"5,579,829.47",  0d 00:58:30.05,"1,252.7452","4,942.88",305.3330,4.2000,1,29.29,0.0
869,11,"5,579,834.47",  0d 00:58:35.05,"1,253.1682","4,944.65",303.5782,4.2000,1,29.33,0.0
869,11,"5,579,839.47",  0d 00:58:40.05,"1,253.5894","4,946.42",301.9760,4.2001,1,29.41,0.0
869,11,"5,579,844.47",  0d 00:58:45.05,"1,254.0082","4,948.18",301.6709,4.1998,1,29.39,0.0
869,11,"5,579,849.47",  0d 00:58:50.05,"1,254.4252","4,949.93",298.1613,4.2000,1,29.26,0.0
869,11,"5,579,854.47",  0d 00:58:55.05,"1,254.8388","4,951.67",296.9406,4.1998,1,29.26,0.0
869,11,"5,579,859.47",  0d 00:59:00.05,"1,255.2509","4,953.40",296.3302,4.1998,1,29.37,0.0
869,11,"5,579,864.47",  0d 00:59:05.05,"1,255.6618","4,955.12",295.1858,4.2000,1,29.42,0.0
869,11,"5,579,869.47",  0d 00:59:10.05,"1,256.0705","4,956.84",293.1258,4.1997,1,29.33,0.0
869,11,"5,579,874.47",  0d 00:59:15.05,"1,256.4766","4,958.55",290.7607,4.2001,1,29.24,0.0
869,11,"5,579,879.47",  0d 00:59:20.05,"1,256.8803","4,960.24",290.2266,4.1997,1,29.33,0.0
869,11,"5,579,884.47",  0d 00:59:25.05,"1,257.2827","4,961.93",289.9214,4.2000,1,29.41,0.0
869,11,"5,579,889.47",  0d 00:59:30.05,"1,257.6829","4,963.61",287.0222,4.2000,1,29.36,0.0
869,11,"5,579,894.47",  0d 00:59:35.05,"1,258.0806","4,965.28",286.5644,4.1998,1,29.28,0.0
869,11,"5,579,899.47",  0d 00:59:40.05,"1,258.4770","4,966.95",284.4282,4.1998,1,29.29,0.0
869,11,"5,579,904.47",  0d 00:59:45.05,"1,258.8708","4,968.60",282.9023,4.1998,1,29.37,0.0
869,11,"5,579,909.47",  0d 00:59:50.05,"1,259.2633","4,970.25",281.7578,4.2000,1,29.37,0.0
869,11,"5,579,914.47",  0d 00:59:55.05,"1,259.6534","4,971.89",280.8423,4.2001,1,29.26,0.0
869,11,"5,579,919.42",  0d 01:00:00.00,"1,260.0375","4,973.50",278.2483,4.1998,129,29.21,0.0
869,13,"5,579,924.48",  0d 00:00:00.06,0.0235,0.10,"2,999.8474",4.0988,0,29.33,0.0
869,13,"5,579,929.48",  0d 00:00:05.06,4.1902,16.91,"2,999.9237",4.0170,1,29.36,0.0
869,13,"5,579,934.48",  0d 00:00:10.06,8.3568,33.60,"3,000.0000",3.9973,1,29.26,0.0
869,13,"5,579,939.48",  0d 00:00:15.06,12.5234,50.23,"2,999.8474",3.9836,1,29.21,0.0
869,13,"5,579,944.48",  0d 00:00:20.06,16.6900,66.80,"2,999.8474",3.9731,1,29.31,0.0
869,13,"5,579,949.48",  0d 00:00:25.06,20.8567,83.34,"3,000.0000",3.9648,1,29.39,0.0
869,13,"5,579,954.48",  0d 00:00:30.06,25.0233,99.84,"3,000.0763",3.9578,1,29.34,0.0
869,13,"5,579,959.48",  0d 00:00:35.06,29.1899,116.32,"2,999.9237",3.9520,1,29.28,0.0
869,13,"5,579,964.48",  0d 00:00:40.06,33.3565,132.78,"2,999.9237",3.9468,1,29.36,0.0
869,13,"5,579,969.48",  0d 00:00:45.06,37.5232,149.21,"3,000.0000",3.9421,1,29.47,0.0
869,13,"5,579,974.48",  0d 00:00:50.06,41.6898,165.63,"2,999.9237",3.9377,1,29.49,0.0
869,13,"5,579,979.48",  0d 00:00:55.06,45.8564,182.02,"3,000.1526",3.9332,1,29.42,0.0
